Symbol,Date,CP
BABA,3/12/2019,194.899994
BABA,4/12/2019,193.740005
BABA,5/12/2019,200
BABA,6/12/2019,201.889999
BABA,9/12/2019,198.740005
BABA,10/12/2019,200.449997
BABA,11/12/2019,204.639999
BABA,12/12/2019,204.5
BABA,13/12/2019,204.910004
BABA,16/12/2019,206.970001
BABA,17/12/2019,208.179993
BABA,18/12/2019,210
BABA,19/12/2019,210.130005
BABA,20/12/2019,212.25
BABA,23/12/2019,214.830002
BABA,24/12/2019,214.259995
BABA,26/12/2019,216.380005
BABA,27/12/2019,215.470001
