Symbol,Date,CP
FB,28/05/2019,184.309998
FB,29/05/2019,182.190002
FB,30/05/2019,183.009995
FB,31/05/2019,177.470001
FB,3/06/2019,164.149994
FB,4/06/2019,167.5
FB,5/06/2019,168.169998
FB,6/06/2019,168.330002
FB,7/06/2019,173.350006
FB,10/06/2019,174.820007
FB,11/06/2019,178.100006
FB,12/06/2019,175.039993
FB,13/06/2019,177.470001
FB,14/06/2019,181.330002
FB,17/06/2019,189.009995
FB,18/06/2019,188.470001
FB,19/06/2019,187.479996
FB,20/06/2019,189.529999
FB,21/06/2019,191.139999
FB,24/06/2019,192.600006
FB,25/06/2019,188.839996
FB,26/06/2019,187.660004
FB,27/06/2019,189.5
FB,28/06/2019,193
FB,1/07/2019,193
FB,2/07/2019,195
FB,3/07/2019,197.199997
FB,5/07/2019,196.399994
FB,8/07/2019,195.759995
FB,9/07/2019,199.210007
FB,10/07/2019,202.729996
FB,11/07/2019,201.229996
FB,12/07/2019,204.869995
FB,15/07/2019,203.910004
FB,16/07/2019,203.839996
FB,17/07/2019,201.800003
FB,18/07/2019,200.779999
FB,19/07/2019,198.360001
FB,22/07/2019,202.320007
FB,23/07/2019,202.360001
FB,24/07/2019,204.660004
FB,25/07/2019,200.710007
FB,26/07/2019,199.75
FB,29/07/2019,195.940002
FB,30/07/2019,197.039993
FB,31/07/2019,194.229996
FB,1/08/2019,192.729996
FB,2/08/2019,189.020004
FB,5/08/2019,181.729996
FB,6/08/2019,184.509995
FB,7/08/2019,185.149994
FB,8/08/2019,190.160004
FB,9/08/2019,187.850006
FB,12/08/2019,185.369995
FB,13/08/2019,188.449997
FB,14/08/2019,179.710007
FB,15/08/2019,182.589996
FB,16/08/2019,183.699997
FB,19/08/2019,186.169998
FB,20/08/2019,183.809998
FB,21/08/2019,183.550003
FB,22/08/2019,182.039993
FB,23/08/2019,177.75
FB,26/08/2019,180.360001
FB,27/08/2019,181.300003
FB,28/08/2019,181.759995
FB,29/08/2019,185.570007
FB,30/08/2019,185.669998
FB,3/09/2019,182.389999
FB,4/09/2019,187.139999
FB,5/09/2019,190.899994
FB,6/09/2019,187.490005
FB,9/09/2019,188.759995
FB,10/09/2019,186.169998
FB,11/09/2019,188.490005
FB,12/09/2019,187.470001
FB,13/09/2019,187.190002
FB,16/09/2019,186.220001
FB,17/09/2019,188.080002
FB,18/09/2019,188.139999
FB,19/09/2019,190.139999
FB,20/09/2019,189.929993
FB,23/09/2019,186.820007
FB,24/09/2019,181.279999
FB,25/09/2019,182.800003
FB,26/09/2019,180.110001
FB,27/09/2019,177.100006
FB,30/09/2019,178.080002
FB,1/10/2019,175.809998
FB,2/10/2019,174.600006
FB,3/10/2019,179.380005
FB,4/10/2019,180.449997
FB,7/10/2019,179.679993
FB,8/10/2019,177.75
FB,9/10/2019,179.850006
FB,10/10/2019,180.029999
